Gender,State,MaritalStatus,HasChild,Salary,Rate,SingleExemp,MarriedExemp,ChildExemp
F,MN,S,N,13,30.0,3300,0,0
M,IA,S,N,14,25.0,40,0,0
F,AK,M,N,22,0.0,0,0,0
M,AK,S,Y,33,0.0,0,0,0
F,UT,S,N,25,37.0,2475,0,0
M,IA,S,Y,21,37.0,40,0,40
M,ME,M,N,31,45.0,0,5700,0
F,MN,S,Y,41,42.0,3300,0,3300
F,KY,M,N,4,12.0,0,40,0
M,DE,S,Y,47,31.0,110,0,110
F,SD,M,N,33,0.0,0,0,0
M,SC,S,Y,22,37.0,3300,0,3300
F,VT,S,Y,28,22.0,3300,0,3300
F,LA,M,N,44,32.0,0,9000,0
M,DE,M,N,21,25.0,0,220,0
F,RI,S,N,33,0.0,0,0,0
F,MS,M,N,13,26.0,0,12000,0
M,WY,M,N,38,0.0,0,0,0
M,KY,M,N,38,32.0,0,40,0
F,LA,M,Y,30,32.0,0,9000,1000
F,MO,S,Y,23,32.0,2100,0,1200
F,NV,M,Y,2,0.0,0,0,0
M,MN,S,Y,18,33.0,3300,0,3300
F,RI,M,N,3,0.0,0,0,0
M,MO,M,Y,40,32.0,0,4200,1200
F,NM,S,N,26,28.0,3300,0,0
M,KS,M,N,6,18.0,0,4500,0
M,WY,M,N,3,0.0,0,0,0
F,NC,M,Y,11,33.0,0,6600,3300
M,WY,M,N,36,0.0,0,0,0
F,VA,S,N,39,30.0,900,0,0
M,NV,S,N,23,0.0,0,0,0
F,ID,M,Y,11,41.0,0,6600,3300
F,WI,S,Y,30,29.0,700,0,400
F,AR,M,Y,7,21.0,0,40,20
F,NC,M,N,18,34.0,0,6600,0
M,DC,M,Y,45,48.0,0,2740,1370
F,NJ,M,Y,20,9.0,0,2000,1500
F,DC,M,N,42,48.0,0,2740,0
M,WY,S,Y,15,0.0,0,0,0
M,CO,M,Y,31,24.0,0,0,0
M,HI,M,Y,27,44.0,0,2080,1040
M,OR,S,N,17,48.0,159,0,0
M,MI,M,Y,14,20.0,0,6200,3100
M,OH,S,N,36,16.0,1300,0,0
M,MS,M,Y,16,26.0,0,12000,1500
F,NJ,M,N,5,7.0,0,2000,0
F,DE,M,Y,24,27.0,0,220,110
F,AL,S,Y,0,10.0,1500,0,300
M,ID,M,Y,18,41.0,0,6600,3300
M,MN,S,Y,45,42.0,3300,0,3300
F,DC,M,N,26,48.0,0,2740,0
M,UT,M,Y,20,37.0,0,4950,2475
M,NM,M,N,13,28.0,0,6600,0
M,LA,S,N,4,10.0,4500,0,0
F,FL,S,Y,7,0.0,0,0,0
M,NV,S,Y,36,0.0,0,0,0
F,TX,S,N,48,0.0,0,0,0
M,IA,M,N,12,22.0,0,80,0
F,MN,M,N,43,42.0,0,6600,0
F,NH,S,Y,46,0.0,0,0,0
M,NH,M,N,19,0.0,0,0,0
F,HI,S,N,16,37.0,1040,0,0
M,WA,M,N,42,0.0,0,0,0
F,MT,M,Y,30,37.0,0,3800,1900
M,ID,S,Y,6,27.0,3300,0,3300
M,NM,M,Y,8,28.0,0,6600,3300
F,FL,S,Y,3,0.0,0,0,0
M,PR,M,Y,39,0.0,0,0,0
F,LA,S,N,31,32.0,4500,0,0
F,CT,S,N,32,26.0,12750,0,0
M,UT,M,N,47,37.0,0,4950,0
M,VA,S,N,23,30.0,900,0,0
M,VA,S,Y,1,10.0,900,0,900
M,AL,M,Y,12,26.0,0,3000,300
F,WA,S,N,16,0.0,0,0,0
M,NJ,S,Y,43,13.0,1000,0,1500
M,NV,M,N,37,0.0,0,0,0
M,MS,S,N,34,26.0,6000,0,0
M,AR,S,Y,34,37.0,20,0,20
F,PR,S,Y,36,0.0,0,0,0
F,IA,S,N,27,47.0,40,0,0
M,GA,S,Y,23,32.0,2700,0,3000
F,AK,S,Y,37,0.0,0,0,0
M,AR,M,Y,47,37.0,0,40,20
M,NH,M,Y,21,0.0,0,0,0
M,ND,M,Y,26,12.0,0,6600,3300
M,GA,S,Y,24,32.0,2700,0,3000
M,WA,S,Y,14,0.0,0,0,0
M,CO,S,Y,43,24.0,0,0,0
M,CA,M,Y,31,49.0,0,174,272
F,SD,M,N,41,0.0,0,0,0
F,IA,S,N,32,48.0,40,0,0
M,IN,M,N,14,18.0,0,2000,0
M,VA,S,Y,49,30.0,900,0,900
M,WI,M,Y,3,24.0,0,1400,400
F,NY,S,N,13,22.0,0,0,0
M,AZ,M,N,41,21.0,0,4200,0
M,WI,M,Y,16,27.0,0,1400,400
F,CO,S,Y,28,24.0,0,0,0
M,ID,M,Y,29,41.0,0,6600,3300
F,MA,S,Y,32,28.0,3575,0,1000
M,ND,S,Y,20,11.0,3300,0,3300
F,NY,M,N,16,22.0,0,0,0
M,LA,S,Y,29,32.0,4500,0,1000
M,IA,S,N,7,13.0,40,0,0
M,CT,M,N,9,26.0,0,24500,0
F,PA,S,Y,4,16.0,0,0,0
M,AL,S,N,15,26.0,1500,0,0
M,NJ,S,Y,4,7.0,1000,0,1500
M,OH,S,Y,41,17.0,1300,0,1300
F,NV,S,N,21,0.0,0,0,0
M,VA,M,N,42,30.0,0,1800,0
F,CA,S,N,20,49.0,87,0,0
M,ID,M,Y,33,41.0,0,6600,3300
M,TX,S,N,23,0.0,0,0,0
F,DC,S,Y,33,48.0,1370,0,1370
M,AL,S,Y,23,26.0,1500,0,300
M,TN,S,N,5,0.0,0,0,0
F,NC,S,Y,10,33.0,3300,0,3300
M,MI,S,N,15,20.0,3100,0,0
F,CA,M,N,18,45.0,0,174,0
F,NM,M,N,0,9.0,0,6600,0
M,HI,M,Y,33,44.0,0,2080,1040
F,DC,M,N,20,48.0,0,2740,0
M,PA,S,N,8,16.0,0,0,0
F,AZ,S,N,20,18.0,2100,0,0
M,IA,S,Y,40,48.0,40,0,40
M,PR,M,Y,1,0.0,0,0,0
F,MI,M,N,41,20.0,0,6200,0
M,IL,M,Y,48,16.0,0,4000,2000
F,CT,M,Y,12,26.0,0,24500,0
F,SD,S,N,5,0.0,0,0,0
M,MO,S,Y,28,32.0,2100,0,1200
M,RI,M,Y,28,0.0,0,0,0
F,UT,S,Y,3,37.0,2475,0,2475
M,NY,S,N,32,23.0,0,0,0
M,ND,S,Y,15,11.0,3300,0,3300
M,FL,S,Y,40,0.0,0,0,0
M,CT,M,N,6,26.0,0,24500,0
F,OR,S,N,31,48.0,159,0,0
M,WA,S,Y,30,0.0,0,0,0
F,AK,M,N,34,0.0,0,0,0
F,SC,M,Y,36,37.0,0,6600,3300
M,PR,S,N,15,0.0,0,0,0
F,DC,M,Y,41,48.0,0,2740,1370
M,MD,M,Y,10,25.0,0,4800,2400
M,MI,S,Y,2,20.0,3100,0,3100
M,CA,M,N,40,49.0,0,174,0
F,KS,M,Y,32,34.0,0,4500,2250
M,AL,S,Y,13,26.0,1500,0,300
F,KS,S,N,48,34.0,2250,0,0
F,NE,M,Y,47,36.0,0,206,103
M,GA,S,Y,10,32.0,2700,0,3000
M,HI,S,N,3,12.0,1040,0,0
M,VT,M,Y,34,23.0,0,6600,3300
M,LA,S,Y,35,32.0,4500,0,1000
M,IL,S,Y,13,16.0,2000,0,2000
M,NM,M,Y,32,28.0,0,6600,3300
M,VA,S,Y,28,30.0,900,0,900
M,MD,S,Y,31,25.0,2400,0,2400
M,IA,S,Y,26,44.0,40,0,40
F,CT,M,Y,24,26.0,0,24500,0
M,CA,S,Y,15,37.0,87,0,272
M,AL,S,N,20,26.0,1500,0,0
F,NC,S,Y,38,39.0,3300,0,3300
M,DE,M,N,49,31.0,0,220,0
M,AR,M,N,35,37.0,0,40,0
F,WV,S,Y,20,27.0,2000,0,2000
F,PR,S,N,7,0.0,0,0,0
M,IN,M,N,42,18.0,0,2000,0
M,MD,S,N,5,25.0,2400,0,0
M,NY,M,Y,19,22.0,0,0,1000
F,MD,M,N,9,25.0,0,4800,0
F,TX,S,Y,14,0.0,0,0,0
F,NJ,M,Y,47,13.0,0,2000,1500
M,MS,S,Y,19,26.0,6000,0,1500
F,AK,M,N,19,0.0,0,0,0
M,MT,S,N,39,37.0,1900,0,0
F,NE,M,Y,12,35.0,0,206,103
M,PR,S,Y,45,0.0,0,0,0
F,CO,S,Y,11,24.0,0,0,0
F,MI,S,Y,10,20.0,3100,0,3100
M,TN,S,Y,23,0.0,0,0,0
F,WI,S,Y,40,31.0,700,0,400
F,PA,S,N,38,16.0,0,0,0
F,OR,S,N,17,48.0,159,0,0
M,AR,S,N,37,37.0,20,0,0
M,HI,M,N,10,25.0,0,2080,0
M,WY,M,Y,35,0.0,0,0,0
F,MS,M,Y,37,26.0,0,12000,1500
M,MI,M,N,2,20.0,0,6200,0
M,TN,S,N,36,0.0,0,0,0
M,MA,S,Y,14,28.0,3575,0,1000
F,CO,M,N,47,24.0,0,0,0
F,PR,M,N,32,0.0,0,0,0
F,KS,S,N,46,34.0,2250,0,0
F,VT,S,Y,9,19.0,3300,0,3300
M,HI,M,Y,24,44.0,0,2080,1040
M,MO,M,Y,10,32.0,0,4200,1200
M,KY,S,N,37,32.0,20,0,0
F,WY,S,Y,3,0.0,0,0,0
M,OR,S,N,31,48.0,159,0,0
F,CO,S,N,12,24.0,0,0,0
F,GA,M,N,17,32.0,0,5400,0
F,PR,M,Y,39,0.0,0,0,0
F,MI,S,Y,14,20.0,3100,0,3100
F,MO,M,Y,4,32.0,0,4200,1200
F,VT,M,Y,44,25.0,0,6600,3300
F,UT,S,N,44,37.0,2475,0,0
F,PR,S,N,34,0.0,0,0,0
M,MI,M,Y,32,20.0,0,6200,3100
F,FL,S,N,32,0.0,0,0,0
F,WV,S,N,0,16.0,2000,0,0
M,NY,M,N,9,21.0,0,0,0
F,WA,M,Y,12,0.0,0,0,0
M,NY,M,N,28,23.0,0,0,0
M,IL,S,N,48,16.0,2000,0,0
M,NV,S,N,26,0.0,0,0,0
M,MA,M,N,14,28.0,0,7150,0
M,IN,S,N,11,18.0,1000,0,0
M,AL,S,Y,15,26.0,1500,0,300
F,AR,S,Y,25,37.0,20,0,20
F,NY,M,N,30,23.0,0,0,0
M,MN,M,Y,42,42.0,0,6600,3300
F,KY,M,Y,29,27.0,0,40,20
M,ID,S,Y,1,10.0,3300,0,3300
F,TN,S,Y,5,0.0,0,0,0
M,HI,S,N,18,42.0,1040,0,0
F,DC,S,Y,8,32.0,1370,0,1370
M,PR,M,N,9,0.0,0,0,0
F,OH,S,Y,16,8.0,1300,0,1300
F,MA,S,Y,19,28.0,3575,0,1000
F,TX,S,N,27,0.0,0,0,0
M,PR,M,N,20,0.0,0,0,0
F,OH,S,N,23,11.0,1300,0,0
M,MO,M,Y,10,32.0,0,4200,1200
M,VT,M,N,49,26.0,0,6600,0
F,WV,M,N,2,16.0,0,4000,0
M,ME,M,N,22,45.0,0,5700,0
M,HI,S,N,7,21.0,1040,0,0
F,AL,S,N,43,26.0,1500,0,0
F,CO,S,Y,33,24.0,0,0,0
M,NC,S,Y,15,34.0,3300,0,3300
F,SC,M,Y,47,37.0,0,6600,3300
M,AZ,S,Y,40,21.0,2100,0,2300
M,WY,M,Y,3,0.0,0,0,0
F,OR,M,Y,4,48.0,0,318,159
F,MI,M,Y,12,20.0,0,6200,3100
M,TX,S,Y,33,0.0,0,0,0
M,SC,M,N,24,37.0,0,6600,0
M,MN,S,Y,39,42.0,3300,0,3300
M,SD,M,Y,11,0.0,0,0,0
M,NV,M,N,43,0.0,0,0,0
M,NY,S,Y,33,23.0,0,0,1000
M,NV,M,N,15,0.0,0,0,0
F,CA,S,N,27,49.0,87,0,0
M,ME,M,N,18,45.0,0,5700,0
F,MS,M,Y,14,26.0,0,12000,1500
M,ID,S,Y,18,41.0,3300,0,3300
F,NE,S,N,24,36.0,103,0,0
F,NC,M,N,39,39.0,0,6600,0
M,AK,M,Y,12,0.0,0,0,0
F,SC,S,N,32,37.0,3300,0,0
F,IA,S,N,43,48.0,40,0,0
M,ND,S,Y,25,12.0,3300,0,3300
F,PA,S,N,34,16.0,0,0,0
M,OK,S,Y,47,33.0,1000,0,1000
M,OR,S,N,49,48.0,159,0,0
M,IL,S,N,15,16.0,2000,0,0
F,FL,M,N,33,0.0,0,0,0
M,TN,M,Y,47,0.0,0,0,0
F,SC,S,Y,4,27.0,3300,0,3300
F,HI,S,Y,37,44.0,1040,0,1040
M,MT,S,Y,10,37.0,1900,0,1900
M,VT,S,N,28,22.0,3300,0,0
M,NE,M,N,3,18.0,0,206,0
M,NV,S,Y,40,0.0,0,0,0
M,SC,S,Y,47,37.0,3300,0,3300
F,NV,M,N,33,0.0,0,0,0
F,MA,S,Y,2,28.0,3575,0,1000
F,ND,S,Y,7,11.0,3300,0,3300
F,OR,S,N,23,48.0,159,0,0
M,WY,M,Y,45,0.0,0,0,0
M,KS,M,Y,3,18.0,0,4500,2250
F,NE,S,Y,20,36.0,103,0,103
F,NE,M,N,35,36.0,0,206,0
M,MN,M,Y,1,28.0,0,6600,3300
M,DE,S,Y,1,11.0,110,0,110
M,WA,S,N,16,0.0,0,0,0
F,IA,M,N,47,48.0,0,80,0
F,PR,M,Y,40,0.0,0,0,0
F,MS,S,Y,27,26.0,6000,0,1500
F,MA,S,N,2,28.0,3575,0,0
M,AZ,M,Y,29,19.0,0,4200,2300
F,MD,M,N,13,25.0,0,4800,0
F,NC,S,N,45,41.0,3300,0,0
M,CO,S,N,42,24.0,0,0,0
M,MN,S,Y,16,32.0,3300,0,3300
F,PA,S,Y,33,16.0,0,0,0
F,WV,M,N,48,34.0,0,4000,0
F,PA,M,Y,5,16.0,0,0,0
M,CO,S,Y,1,24.0,0,0,0
F,KS,M,Y,18,34.0,0,4500,2250
F,VA,M,Y,44,30.0,0,1800,900
M,PA,S,N,17,16.0,0,0,0
M,NC,M,Y,32,38.0,0,6600,3300
F,IL,S,Y,5,16.0,2000,0,2000
M,MD,M,N,45,25.0,0,4800,0
M,AK,M,Y,22,0.0,0,0,0
F,AZ,S,N,19,17.0,2100,0,0
M,SD,M,Y,42,0.0,0,0,0
F,TX,S,Y,20,0.0,0,0,0
M,MO,S,Y,11,32.0,2100,0,1200
F,MI,M,N,7,20.0,0,6200,0
M,NV,S,Y,48,0.0,0,0,0
F,NY,S,Y,40,23.0,0,0,1000
M,CA,S,Y,48,49.0,87,0,272
M,AL,M,Y,33,26.0,0,3000,300
M,WY,S,Y,44,0.0,0,0,0
M,VA,S,Y,3,17.0,900,0,900
F,AL,M,Y,47,26.0,0,3000,300
M,PA,S,N,16,16.0,0,0,0
F,ND,S,Y,42,14.0,3300,0,3300
M,DE,S,N,36,31.0,110,0,0
M,AR,M,N,42,37.0,0,40,0
M,NH,M,N,4,0.0,0,0,0
M,MS,S,Y,18,26.0,6000,0,1500
M,DE,S,Y,22,26.0,110,0,110
M,MO,S,Y,12,32.0,2100,0,1200
M,ID,S,Y,34,41.0,3300,0,3300
M,FL,M,N,8,0.0,0,0,0
M,AR,M,N,47,37.0,0,40,0
F,AK,M,N,36,0.0,0,0,0
F,KS,S,Y,26,34.0,2250,0,2250
M,MD,M,Y,37,25.0,0,4800,2400
M,WV,M,Y,1,16.0,0,4000,2000
F,CO,M,N,23,24.0,0,0,0
F,MS,M,N,4,24.0,0,12000,0
M,MA,S,N,49,28.0,3575,0,0
M,KS,S,Y,31,34.0,2250,0,2250
M,HI,M,N,22,44.0,0,2080,0
F,WV,S,Y,3,16.0,2000,0,2000
M,AR,M,N,20,37.0,0,40,0
M,FL,M,N,23,0.0,0,0,0
M,NC,M,Y,1,32.0,0,6600,3300
F,ND,M,Y,15,11.0,0,6600,3300
F,IL,M,N,2,16.0,0,4000,0
F,CO,M,N,25,24.0,0,0,0
F,AL,S,Y,30,26.0,1500,0,300
M,OH,M,Y,18,9.0,0,2600,1300
F,AL,M,N,38,26.0,0,3000,0
F,FL,M,N,23,0.0,0,0,0
F,NM,M,N,12,28.0,0,6600,0
M,TN,S,Y,41,0.0,0,0,0
F,HI,S,Y,10,25.0,1040,0,1040
M,DE,M,N,20,25.0,0,220,0
F,MT,M,N,26,37.0,0,3800,0
M,OK,M,Y,31,33.0,0,2000,1000
F,OH,M,Y,1,3.0,0,2600,1300
F,WA,S,N,42,0.0,0,0,0
M,CO,S,N,22,24.0,0,0,0
F,AZ,S,N,1,15.0,2100,0,0
F,NJ,S,Y,5,7.0,1000,0,1500
M,FL,S,N,35,0.0,0,0,0
M,VT,M,N,0,19.0,0,6600,0
M,MO,M,N,36,32.0,0,4200,0
M,IL,M,N,3,16.0,0,4000,0
M,PA,S,N,27,16.0,0,0,0
F,AR,S,Y,21,37.0,20,0,20
F,AK,M,Y,37,0.0,0,0,0
M,LA,S,Y,7,16.0,4500,0,1000
F,NC,M,Y,3,32.0,0,6600,3300
F,AL,M,N,6,26.0,0,3000,0
F,MS,S,N,40,26.0,6000,0,0
F,AR,M,N,18,37.0,0,40,0
M,TX,M,N,44,0.0,0,0,0
M,SD,M,N,23,0.0,0,0,0
M,UT,S,N,17,37.0,2475,0,0
F,SD,S,N,19,0.0,0,0,0
M,MS,S,Y,10,26.0,6000,0,1500
M,LA,S,N,40,32.0,4500,0,0
F,NM,M,N,15,28.0,0,6600,0
F,NH,M,N,38,0.0,0,0,0
F,NY,M,N,6,21.0,0,0,0
M,MN,M,Y,19,34.0,0,6600,3300
M,WY,M,N,35,0.0,0,0,0
F,NV,S,N,24,0.0,0,0,0
M,NE,S,N,38,36.0,103,0,0
F,MA,S,Y,27,28.0,3575,0,1000
M,NC,S,N,45,41.0,3300,0,0
F,NY,S,Y,10,21.0,0,0,1000
M,WI,S,N,6,25.0,700,0,0
M,OR,M,Y,48,48.0,0,318,159
M,CT,S,Y,35,26.0,12750,0,0
F,MI,M,N,26,20.0,0,6200,0
F,CA,S,N,5,11.0,87,0,0
M,NH,M,Y,47,0.0,0,0,0
M,KY,M,N,4,12.0,0,40,0
F,NJ,S,Y,4,7.0,1000,0,1500
M,VA,M,Y,38,30.0,0,1800,900
F,MS,M,N,21,26.0,0,12000,0
M,RI,M,N,7,0.0,0,0,0
F,SC,S,Y,25,37.0,3300,0,3300
F,MI,M,Y,11,20.0,0,6200,3100
M,AK,S,N,17,0.0,0,0,0
F,NH,S,Y,49,0.0,0,0,0
M,VA,S,Y,1,12.0,900,0,900
M,MS,S,N,7,26.0,6000,0,0
M,WA,S,N,20,0.0,0,0,0
M,AL,M,N,40,26.0,0,3000,0
F,DC,S,Y,49,48.0,1370,0,1370
M,ID,M,N,11,41.0,0,6600,0
F,NJ,M,N,3,7.0,0,2000,0
F,UT,M,Y,3,37.0,0,4950,2475
F,NH,S,Y,41,0.0,0,0,0
F,NH,M,N,20,0.0,0,0,0
F,VT,M,Y,45,25.0,0,6600,3300
F,GA,S,Y,28,32.0,2700,0,3000
M,UT,S,Y,31,37.0,2475,0,2475
F,PR,M,N,24,0.0,0,0,0
F,DC,M,N,6,27.0,0,2740,0
M,TX,S,Y,28,0.0,0,0,0
F,GA,M,N,10,32.0,0,5400,0
F,MO,S,N,23,32.0,2100,0,0
M,OK,M,N,11,33.0,0,2000,0
M,CT,M,Y,31,26.0,0,24500,0
M,MT,M,Y,30,37.0,0,3800,1900
M,NM,S,Y,5,19.0,3300,0,3300
M,IL,M,N,20,16.0,0,4000,0
F,IA,M,N,49,48.0,0,80,0
M,WI,M,Y,5,24.0,0,1400,400
M,ID,M,N,45,41.0,0,6600,0
F,ND,S,N,44,14.0,3300,0,0
F,AR,M,N,45,37.0,0,40,0
F,OK,S,N,2,18.0,1000,0,0
F,ME,M,N,9,45.0,0,5700,0
F,NY,S,N,2,21.0,0,0,0
M,HI,S,N,45,44.0,1040,0,0
F,RI,M,N,34,0.0,0,0,0
M,SD,S,Y,17,0.0,0,0,0
F,NY,S,Y,14,22.0,0,0,1000
M,AR,S,Y,26,37.0,20,0,20
M,MO,M,N,38,32.0,0,4200,0
F,WY,S,N,9,0.0,0,0,0
F,DE,M,N,29,31.0,0,220,0
F,TX,M,N,37,0.0,0,0,0
M,MA,S,Y,23,28.0,3575,0,1000
M,ND,M,N,26,12.0,0,6600,0
F,NJ,M,N,15,8.0,0,2000,0
M,ND,S,Y,31,13.0,3300,0,3300
F,MA,S,Y,11,28.0,3575,0,1000
M,MI,S,N,36,20.0,3100,0,0
F,AZ,M,N,27,19.0,0,4200,0
M,SC,M,N,39,37.0,0,6600,0
F,KY,S,Y,35,31.0,20,0,20
F,NE,S,Y,22,36.0,103,0,103
F,NH,S,Y,41,0.0,0,0,0
M,WI,S,N,11,26.0,700,0,0
F,UT,M,N,11,37.0,0,4950,0
F,KS,M,N,22,34.0,0,4500,0
F,DC,S,N,8,32.0,1370,0,0
M,AZ,M,N,15,17.0,0,4200,0
M,OK,M,Y,9,33.0,0,2000,1000
F,LA,S,Y,13,32.0,4500,0,1000
F,KY,M,Y,43,32.0,0,40,20
M,KS,S,Y,18,34.0,2250,0,2250
M,UT,S,Y,10,37.0,2475,0,2475
F,MT,M,Y,41,37.0,0,3800,1900
F,MD,M,N,22,25.0,0,4800,0
M,CO,M,Y,22,24.0,0,0,0
M,UT,S,Y,20,37.0,2475,0,2475
F,AZ,M,Y,48,22.0,0,4200,2300
M,OR,S,N,13,48.0,159,0,0
M,VA,S,Y,29,30.0,900,0,900
F,UT,M,Y,17,37.0,0,4950,2475
F,NC,M,Y,19,35.0,0,6600,3300
M,MA,S,Y,28,28.0,3575,0,1000
F,IA,S,N,23,39.0,40,0,0
F,WY,M,N,0,0.0,0,0,0
F,LA,S,Y,39,32.0,4500,0,1000
F,TX,S,N,6,0.0,0,0,0
F,DE,M,Y,43,31.0,0,220,110
M,CT,M,Y,47,26.0,0,24500,0
F,GA,S,N,40,32.0,2700,0,0
M,ME,S,N,14,45.0,2850,0,0
F,ID,S,N,23,41.0,3300,0,0
F,MN,M,N,4,28.0,0,6600,0
M,NY,S,N,45,24.0,0,0,0
F,OH,S,N,10,6.0,1300,0,0
F,NY,M,Y,31,23.0,0,0,1000
F,DC,M,Y,20,48.0,0,2740,1370
F,OK,M,Y,27,33.0,0,2000,1000
M,MA,M,N,0,28.0,0,7150,0
F,DC,M,N,25,48.0,0,2740,0
F,AL,M,N,7,26.0,0,3000,0
F,ME,S,Y,33,45.0,2850,0,2850
F,IA,S,N,7,13.0,40,0,0
F,TX,M,N,46,0.0,0,0,0
F,DC,S,N,47,48.0,1370,0,0
M,NJ,M,N,12,7.0,0,2000,0
F,VT,M,N,24,21.0,0,6600,0
F,LA,S,N,38,32.0,4500,0,0
F,CA,M,N,6,14.0,0,174,0
M,ND,S,N,22,12.0,3300,0,0
M,MA,S,Y,40,28.0,3575,0,1000
M,KY,M,N,38,32.0,0,40,0
M,OK,S,N,0,2.0,1000,0,0
M,NY,M,N,28,23.0,0,0,0
F,AK,M,N,41,0.0,0,0,0
F,CA,S,Y,0,5.0,87,0,272
F,HI,M,Y,40,44.0,0,2080,1040
M,PR,S,N,21,0.0,0,0,0
M,OH,M,Y,34,15.0,0,2600,1300
M,LA,M,N,43,32.0,0,9000,0
M,MO,M,Y,43,32.0,0,4200,1200
F,WA,S,Y,28,0.0,0,0,0
F,IL,S,N,14,16.0,2000,0,0
F,MT,S,N,22,37.0,1900,0,0
F,NV,M,N,17,0.0,0,0,0
F,OH,S,N,15,8.0,1300,0,0
M,IA,M,N,19,33.0,0,80,0
M,SD,M,N,36,0.0,0,0,0
F,MN,S,N,2,28.0,3300,0,0
F,WV,M,N,9,19.0,0,4000,0
M,LA,S,N,47,32.0,4500,0,0
F,SD,M,Y,6,0.0,0,0,0
F,VT,S,Y,33,23.0,3300,0,3300
F,WY,M,Y,19,0.0,0,0,0
F,CO,M,N,38,24.0,0,0,0
F,WV,S,N,10,20.0,2000,0,0
F,NM,M,N,44,28.0,0,6600,0
M,UT,M,N,24,37.0,0,4950,0
M,VT,M,Y,23,21.0,0,6600,3300
F,PR,M,Y,7,0.0,0,0,0
F,ID,M,N,4,20.0,0,6600,0
M,LA,M,N,23,32.0,0,9000,0
F,MN,S,N,46,42.0,3300,0,0
M,ME,M,Y,37,45.0,0,5700,2850
F,FL,S,Y,19,0.0,0,0,0
M,NY,S,Y,21,22.0,0,0,1000
F,IN,M,Y,12,18.0,0,2000,1000
M,UT,S,N,24,37.0,2475,0,0
M,IN,M,Y,17,18.0,0,2000,1000
F,GA,S,N,14,32.0,2700,0,0
M,SC,S,Y,35,37.0,3300,0,3300
M,WI,S,N,19,27.0,700,0,0
F,OH,M,N,20,10.0,0,2600,0
M,MT,S,Y,22,37.0,1900,0,1900
M,DC,S,Y,9,34.0,1370,0,1370
M,MO,S,N,19,32.0,2100,0,0
F,MD,M,N,22,25.0,0,4800,0
F,DE,S,N,25,28.0,110,0,0
M,WY,S,N,28,0.0,0,0,0
M,OK,S,Y,43,33.0,1000,0,1000
F,ND,S,Y,7,11.0,3300,0,3300
M,NE,M,Y,39,36.0,0,206,103
M,OH,S,Y,12,7.0,1300,0,1300
F,NH,M,N,46,0.0,0,0,0
M,ND,S,N,36,14.0,3300,0,0
F,AL,M,N,31,26.0,0,3000,0
M,AZ,M,N,46,22.0,0,4200,0
M,AR,S,Y,20,37.0,20,0,20
M,AK,S,N,4,0.0,0,0,0
M,IA,M,N,48,48.0,0,80,0
M,MT,S,N,16,37.0,1900,0,0
F,NY,M,Y,5,21.0,0,0,1000
F,RI,M,N,2,0.0,0,0,0
M,CO,S,Y,36,24.0,0,0,0
M,KY,S,Y,39,32.0,20,0,20
F,WA,S,Y,16,0.0,0,0,0
M,DC,S,N,38,48.0,1370,0,0
M,HI,S,N,23,44.0,1040,0,0
F,GA,S,N,45,32.0,2700,0,0
M,IL,S,N,15,16.0,2000,0,0
M,OH,M,N,37,16.0,0,2600,0
F,NH,M,N,15,0.0,0,0,0
M,ND,M,N,36,13.0,0,6600,0
M,NH,M,Y,4,0.0,0,0,0
F,VA,M,Y,46,30.0,0,1800,900
F,HI,M,N,15,35.0,0,2080,0
F,MA,S,N,3,28.0,3575,0,0
F,WY,M,N,24,0.0,0,0,0
M,HI,S,Y,4,14.0,1040,0,1040
F,CA,M,Y,13,32.0,0,174,272
F,NV,S,N,10,0.0,0,0,0
M,FL,S,N,44,0.0,0,0,0
M,WA,S,N,19,0.0,0,0,0
F,CA,S,Y,12,30.0,87,0,272
M,VT,S,N,26,21.0,3300,0,0
F,NH,M,N,48,0.0,0,0,0
M,SD,M,N,42,0.0,0,0,0
F,VT,M,N,1,19.0,0,6600,0
M,OR,M,Y,19,48.0,0,318,159
F,NJ,S,Y,48,14.0,1000,0,1500
F,AK,S,Y,6,0.0,0,0,0
F,AZ,S,Y,15,17.0,2100,0,2300
M,AZ,S,Y,0,15.0,2100,0,2300
F,GA,M,Y,26,32.0,0,5400,3000
F,NE,S,N,36,36.0,103,0,0
F,FL,S,Y,44,0.0,0,0,0
F,OH,S,N,18,9.0,1300,0,0
M,MO,M,N,21,32.0,0,4200,0
F,TX,M,N,11,0.0,0,0,0
M,MD,S,Y,22,25.0,2400,0,2400
M,MI,S,Y,43,20.0,3100,0,3100
M,MS,S,N,37,26.0,6000,0,0
M,NV,M,Y,1,0.0,0,0,0
M,MT,M,Y,25,37.0,0,3800,1900
F,NE,M,N,4,19.0,0,206,0
M,CO,M,Y,33,24.0,0,0,0
F,MI,S,Y,34,20.0,3100,0,3100
F,WI,M,N,27,29.0,0,1400,0
F,ME,S,N,31,45.0,2850,0,0
M,WY,S,N,48,0.0,0,0,0
F,CO,S,N,42,24.0,0,0,0
M,PR,S,Y,46,0.0,0,0,0
M,CA,S,N,1,5.0,87,0,0
M,OK,M,Y,40,33.0,0,2000,1000
F,IL,S,Y,9,16.0,2000,0,2000
M,CT,S,Y,20,26.0,12750,0,0
M,MA,M,Y,37,28.0,0,7150,1000
F,KS,S,N,40,34.0,2250,0,0
